param1,param3,param11,param12,param13,param14,param15,param16,param17,param18,param21,external_id
224981803,1023,17977,19000.00,355.94,84,13.45,15.60,33.60,30233.36,389.54,224981803
224981960,1795,4205,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,224981960
224982320,1755,15245,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,224982320
224983148,1314,17686,19000.00,355.94,84,13.45,15.60,33.60,30233.36,389.54,224983148
224983369,1707,14293,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,224983369
224983636,1149,6851,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,224983636
226985210,1196,11804,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,226985210
226985547,4153,847,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,226985547
226986101,1815,3185,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,226986101
226986667,1317,3683,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,226986667
226986829,2062,2938,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,226986829
226988260,1908,9092,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,226988260
226989585,3545,1455,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,226989585
226989712,1699,10301,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,226989712
226989895,3328,1672,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,226989895
226990710,1623,12377,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,226990710
226991148,1581,20419,22000.00,412.14,84,13.45,15.60,38.90,35006.96,451.04,226991148
226991920,2429,2571,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,226991920
226991997,1952,28048,30000.00,562.01,84,13.45,15.60,53.05,47736.84,615.06,226991997
226992322,2930,2070,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,226992322
226993442,1276,4724,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,226993442
226994503,1142,14858,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,226994503
226995143,1745,4255,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,226995143
226995372,1852,3148,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,226995372
226995771,1571,19429,21000.00,393.41,84,13.45,15.60,37.13,33416.04,430.54,226995771
226996395,1299,16701,18000.00,337.21,84,13.45,15.60,31.83,28642.44,369.04,226996395
226997880,1388,7612,9000.00,168.61,84,13.45,15.60,15.92,14321.64,184.53,226997880
226997910,1662,4338,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,226997910
226999181,1178,16822,18000.00,337.21,84,13.45,15.60,31.83,28642.44,369.04,226999181
227000056,1956,13044,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,227000056
227000293,3633,31367,35000.00,655.67,84,13.45,15.60,61.89,55692.28,717.56,227000293
227000609,3027,1973,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227000609
227000773,1028,14972,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,227000773
227001125,2179,2821,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227001125
227001710,1210,11790,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,227001710
227002121,2093,2907,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227002121
227002172,2205,2795,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227002172
227002334,1938,43062,45000.00,843.01,84,13.45,15.60,79.57,71604.84,922.58,227002334
227003071,1842,18158,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,227003071
227005031,1654,12346,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,227005031
227005260,1415,6585,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,227005260
227005627,1450,7550,9000.00,168.61,84,13.45,15.60,15.92,14321.64,184.53,227005627
227007050,1572,9428,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,227007050
227007115,1674,8326,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,227007115
227008618,1221,8779,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,227008618
227010167,4375,625,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227010167
227010515,1323,6677,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,227010515
227010914,1124,14876,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,227010914
227010965,1082,21918,23000.00,430.87,84,13.45,15.60,40.67,36597.88,471.54,227010965
227012623,1729,10271,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,227012623
227013360,1322,13678,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,227013360
227013638,1291,28709,30000.00,562.01,84,13.45,15.60,53.05,47736.84,615.06,227013638
227013654,1151,38849,40000.00,749.34,84,13.45,15.60,70.73,63648.56,820.07,227013654
227013832,1687,5313,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,227013832
227014596,1773,16227,18000.00,337.21,84,13.45,15.60,31.83,28642.44,369.04,227014596
227015266,1885,22115,24000.00,449.61,84,13.45,15.60,42.44,38189.64,492.05,227015266
227015860,3525,1475,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227015860
227016165,5821,39179,45000.00,843.01,84,13.45,15.60,79.57,71604.84,922.58,227016165
227016327,1348,6652,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,227016327
227016734,1278,6722,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,227016734
227017072,1163,10837,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,227017072
227017471,1720,10280,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,227017471
227018036,1038,16962,18000.00,337.21,84,13.45,15.60,31.83,28642.44,369.04,227018036
227018060,1431,15569,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,227018060
227018079,1633,8367,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,227018079
227018281,1570,4430,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,227018281
227018478,1628,22372,24000.00,449.61,84,13.45,15.60,42.44,38189.64,492.05,227018478
227018869,2429,2571,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227018869
227018923,1205,10795,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,227018923
227020391,1247,24753,26000.00,487.07,84,13.45,15.60,45.97,41371.48,533.04,227020391
227021428,1541,10459,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,227021428
227021622,1695,13305,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,227021622
227021789,1385,6615,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,227021789
227023048,3748,46252,50000.00,936.67,84,13.45,15.60,88.41,79560.28,1025.08,227023048
227023200,1479,16521,18000.00,337.21,84,13.45,15.60,31.83,28642.44,369.04,227023200
227025989,4272,728,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227025989
227026438,1119,14881,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,227026438
227027132,1375,8625,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,227027132
227027400,1255,10745,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,227027400
227027868,1745,19255,21000.00,393.41,84,13.45,15.60,37.13,33416.04,430.54,227027868
227028457,1898,11102,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,227028457
227028570,1799,4201,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,227028570
227029089,1083,16917,18000.00,337.21,84,13.45,15.60,31.83,28642.44,369.04,227029089
227029356,1764,11236,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,227029356
227029623,1124,25876,27000.00,505.81,84,13.45,15.60,47.74,42963.24,553.55,227029623
227030532,1586,38414,40000.00,749.34,84,13.45,15.60,70.73,63648.56,820.07,227030532
227030818,5028,29972,35000.00,655.67,84,13.45,15.60,61.89,55692.28,717.56,227030818
227030907,1002,4998,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,227030907
227032373,5765,39235,45000.00,843.01,84,13.45,15.60,79.57,71604.84,922.58,227032373
227032586,1976,6024,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,227032586
227033280,1047,12953,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,227033280
227033418,1950,10050,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,227033418
227033698,5447,34553,40000.00,749.34,84,13.45,15.60,70.73,63648.56,820.07,227033698
227034309,3919,46081,50000.00,936.67,84,13.45,15.60,88.41,79560.28,1025.08,227034309
227034813,1356,21644,23000.00,430.87,84,13.45,15.60,40.67,36597.88,471.54,227034813
227034996,3776,36224,40000.00,749.34,84,13.45,15.60,70.73,63648.56,820.07,227034996
227035216,1727,16273,18000.00,337.21,84,13.45,15.60,31.83,28642.44,369.04,227035216
227035607,4051,949,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227035607
227036182,5338,39662,45000.00,843.01,84,13.45,15.60,79.57,71604.84,922.58,227036182
227036336,1229,15771,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,227036336
227036425,1171,9829,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,227036425
227036603,1213,14787,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,227036603
227036786,1220,3780,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227036786
227037456,1418,23582,25000.00,468.34,84,13.45,15.60,44.21,39780.56,512.55,227037456
227037510,1606,15394,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,227037510
227038142,1641,10359,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,227038142
227038576,1247,21753,23000.00,430.87,84,13.45,15.60,40.67,36597.88,471.54,227038576
227039114,1072,8928,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,227039114
227039718,1740,12260,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,227039718
227040180,2144,2856,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227040180
227041488,1459,14541,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,227041488
227041895,1787,27213,29000.00,543.27,84,13.45,15.60,51.28,46145.08,594.55,227041895
227043332,4094,906,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227043332
227043391,1890,3110,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227043391
227043618,1829,8171,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,227043618
227045017,1551,6449,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,227045017
227045262,1325,10675,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,227045262
227046986,1274,18726,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,227046986
227047656,1437,10563,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,227047656
227047842,1599,9401,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,227047842
227048164,4256,744,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227048164
227048385,1902,7098,9000.00,168.61,84,13.45,15.60,15.92,14321.64,184.53,227048385
227049071,3734,31266,35000.00,655.67,84,13.45,15.60,61.89,55692.28,717.56,227049071
227049195,1862,3138,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227049195
227049659,2575,32425,35000.00,655.67,84,13.45,15.60,61.89,55692.28,717.56,227049659
227050304,1202,22798,24000.00,449.61,84,13.45,15.60,42.44,38189.64,492.05,227050304
227050614,1541,4459,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,227050614
227051017,1882,16118,18000.00,337.21,84,13.45,15.60,31.83,28642.44,369.04,227051017
227051637,3997,1003,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227051637
227052129,1304,3696,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227052129
227054300,1075,19925,21000.00,393.41,84,13.45,15.60,37.13,33416.04,430.54,227054300
227055128,1798,18202,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,227055128
227055209,1955,13045,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,227055209
227056256,1835,5165,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,227056256
227056647,1396,7604,9000.00,168.61,84,13.45,15.60,15.92,14321.64,184.53,227056647
227057244,4336,35664,40000.00,749.34,84,13.45,15.60,70.73,63648.56,820.07,227057244
227057333,1922,13078,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,227057333
227057562,1764,14236,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,227057562
227058445,3516,1484,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227058445
227058631,2968,37032,40000.00,749.34,84,13.45,15.60,70.73,63648.56,820.07,227058631
227059042,1303,18697,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,227059042
227059930,1693,16307,18000.00,337.21,84,13.45,15.60,31.83,28642.44,369.04,227059930
227060555,1448,22552,24000.00,449.61,84,13.45,15.60,42.44,38189.64,492.05,227060555
227060563,1471,6529,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,227060563
227061101,3411,41589,45000.00,843.01,84,13.45,15.60,79.57,71604.84,922.58,227061101
227061152,3058,1942,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227061152
227061594,1578,23422,25000.00,468.34,84,13.45,15.60,44.21,39780.56,512.55,227061594
227061845,1344,23656,25000.00,468.34,84,13.45,15.60,44.21,39780.56,512.55,227061845
227062116,3679,1321,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227062116
227062493,1491,25509,27000.00,505.81,84,13.45,15.60,47.74,42963.24,553.55,227062493
227063422,1879,15121,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,227063422
227063538,1806,20194,22000.00,412.14,84,13.45,15.60,38.90,35006.96,451.04,227063538
227064704,1784,6216,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,227064704
227065158,1140,9860,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,227065158
227065913,1898,17102,19000.00,355.94,84,13.45,15.60,33.60,30233.36,389.54,227065913
227066154,5746,34254,40000.00,749.34,84,13.45,15.60,70.73,63648.56,820.07,227066154
227066570,1340,25660,27000.00,505.81,84,13.45,15.60,47.74,42963.24,553.55,227066570
227066740,4167,833,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227066740
227066936,3113,1887,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227066936
227067886,1241,22759,24000.00,449.61,84,13.45,15.60,42.44,38189.64,492.05,227067886
227068335,1132,25868,27000.00,505.81,84,13.45,15.60,47.74,42963.24,553.55,227068335
227069617,2907,32093,35000.00,655.67,84,13.45,15.60,61.89,55692.28,717.56,227069617
227069641,3034,1966,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227069641
227069714,1325,14675,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,227069714
227070348,1056,8944,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,227070348
227070470,2149,2851,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227070470
227070674,1696,17304,19000.00,355.94,84,13.45,15.60,33.60,30233.36,389.54,227070674
227071948,1344,7656,9000.00,168.61,84,13.45,15.60,15.92,14321.64,184.53,227071948
227072430,1568,21432,23000.00,430.87,84,13.45,15.60,40.67,36597.88,471.54,227072430
227073959,2907,42093,45000.00,843.01,84,13.45,15.60,79.57,71604.84,922.58,227073959
227074556,1202,17798,19000.00,355.94,84,13.45,15.60,33.60,30233.36,389.54,227074556
227074653,4184,30816,35000.00,655.67,84,13.45,15.60,61.89,55692.28,717.56,227074653
227075706,1582,5418,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,227075706
227075803,1744,3256,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227075803
227075811,1258,28742,30000.00,562.01,84,13.45,15.60,53.05,47736.84,615.06,227075811
227076176,1738,14262,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,227076176
227076230,1417,7583,9000.00,168.61,84,13.45,15.60,15.92,14321.64,184.53,227076230
227077512,1650,7350,9000.00,168.61,84,13.45,15.60,15.92,14321.64,184.53,227077512
227077555,1779,15221,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,227077555
227078110,1781,13219,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,227078110
227078144,"670,2199999999993","15329,78",16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,227078144
227079035,1684,4316,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,227079035
227079132,3919,1081,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227079132
227079523,1098,13902,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,227079523
227079671,2037,2963,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227079671
227079701,1440,18560,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,227079701
227079914,1107,17893,19000.00,355.94,84,13.45,15.60,33.60,30233.36,389.54,227079914
227080262,1844,16156,18000.00,337.21,84,13.45,15.60,31.83,28642.44,369.04,227080262
227081129,1694,11306,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,227081129
227081790,1463,5537,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,227081790
227082206,1770,18230,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,227082206
227082370,1915,9085,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,227082370
227082664,1524,11476,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,227082664
227082702,1835,26165,28000.00,524.54,84,13.45,15.60,49.51,44554.16,574.05,227082702
227082761,1428,4572,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,227082761
227082850,2135,2865,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227082850
227083083,1496,6504,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,227083083
227083342,2156,2844,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227083342
227083466,1487,22513,24000.00,449.61,84,13.45,15.60,42.44,38189.64,492.05,227083466
227083873,1355,8645,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,227083873
227084845,1521,15479,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,227084845
227085000,1050,4950,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,227085000
227085965,3054,1946,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227085965
227086481,3097,31903,35000.00,655.67,84,13.45,15.60,61.89,55692.28,717.56,227086481
227086546,1151,16849,18000.00,337.21,84,13.45,15.60,31.83,28642.44,369.04,227086546
227087968,1091,10909,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,227087968
227088239,1901,11099,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,227088239
227089197,1918,11082,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,227089197
227089405,1114,3886,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227089405
227089472,1324,3676,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227089472
227089553,4879,30121,35000.00,655.67,84,13.45,15.60,61.89,55692.28,717.56,227089553
227089910,1986,5014,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,227089910
227090829,1982,22018,24000.00,449.61,84,13.45,15.60,42.44,38189.64,492.05,227090829
227090888,1057,3943,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,227090888
227091060,1021,5979,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,227091060
227091108,1134,9866,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,227091108
243976682,1008,3992,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,243976682
243977107,1036,5964,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,243977107
243977220,1461,9539,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,243977220
243977832,1673,12327,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,243977832
243978251,2769,37231,40000.00,749.34,84,13.45,15.60,70.73,63648.56,820.07,243978251
243979118,2245,2755,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,243979118
243981090,1358,27642,29000.00,543.27,84,13.45,15.60,51.28,46145.08,594.55,243981090
243981775,1657,7343,9000.00,168.61,84,13.45,15.60,15.92,14321.64,184.53,243981775
243981937,1941,3059,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,243981937
243983174,1587,21413,23000.00,430.87,84,13.45,15.60,40.67,36597.88,471.54,243983174
243984243,1897,16103,18000.00,337.21,84,13.45,15.60,31.83,28642.44,369.04,243984243
243984626,1824,5176,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,243984626
243984863,1782,21218,23000.00,430.87,84,13.45,15.60,40.67,36597.88,471.54,243984863
243985266,2508,32492,35000.00,655.67,84,13.45,15.60,61.89,55692.28,717.56,243985266
243986009,1021,10979,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,243986009
243986068,4193,30807,35000.00,655.67,84,13.45,15.60,61.89,55692.28,717.56,243986068
243986653,1848,15152,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,243986653
243987692,1205,10795,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,243987692
243987820,1163,11837,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,243987820
243988303,1999,21001,23000.00,430.87,84,13.45,15.60,40.67,36597.88,471.54,243988303
243988400,1470,10530,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,243988400
243988559,1295,19705,21000.00,393.41,84,13.45,15.60,37.13,33416.04,430.54,243988559
243988893,1215,20785,22000.00,412.14,84,13.45,15.60,38.90,35006.96,451.04,243988893
243989245,1227,11773,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,243989245
243989644,1186,21814,23000.00,430.87,84,13.45,15.60,40.67,36597.88,471.54,243989644
243989750,2656,2344,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,243989750
243990081,4624,30376,35000.00,655.67,84,13.45,15.60,61.89,55692.28,717.56,243990081
243990316,1667,19333,21000.00,393.41,84,13.45,15.60,37.13,33416.04,430.54,243990316
243990723,1891,13109,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,243990723
243991410,1971,14029,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,243991410
243992700,4452,35548,40000.00,749.34,84,13.45,15.60,70.73,63648.56,820.07,243992700
243992726,1061,27939,29000.00,543.27,84,13.45,15.60,51.28,46145.08,594.55,243992726
243992785,1299,24701,26000.00,487.07,84,13.45,15.60,45.97,41371.48,533.04,243992785
243994303,1932,19068,21000.00,393.41,84,13.45,15.60,37.13,33416.04,430.54,243994303
243994397,3074,31926,35000.00,655.67,84,13.45,15.60,61.89,55692.28,717.56,243994397
243995431,1099,3901,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,243995431
243995580,1362,6638,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,243995580
243995628,2177,2823,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,243995628
243996284,1252,13748,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,243996284
243996659,1079,11921,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,243996659
243997949,1908,4092,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,243997949
243998210,3476,1524,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,243998210
243998333,2723,42277,45000.00,843.01,84,13.45,15.60,79.57,71604.84,922.58,243998333
243999798,1944,11056,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,243999798
244000093,1109,5891,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,244000093
244000140,"427,59000000000015","11572,41",12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,244000140
244000506,1660,14340,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,244000506
244000689,1131,21869,23000.00,430.87,84,13.45,15.60,40.67,36597.88,471.54,244000689
244001952,1572,12428,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,244001952
244002258,1682,8318,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,244002258
244002525,3381,1619,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,244002525
244003530,2613,2387,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,244003530
244003696,1025,23975,25000.00,468.34,84,13.45,15.60,44.21,39780.56,512.55,244003696
244004846,1557,5443,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,244004846
244004889,1113,24887,26000.00,487.07,84,13.45,15.60,45.97,41371.48,533.04,244004889
244005028,4260,740,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,244005028
244005060,1388,13612,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,244005060
244005125,1583,3417,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,244005125
244005150,1478,4522,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,244005150
244005206,1735,21265,23000.00,430.87,84,13.45,15.60,40.67,36597.88,471.54,244005206
244005591,1431,10569,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,244005591
244005664,1523,18477,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,244005664
244006873,1172,9828,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,244006873
244007764,1840,28160,30000.00,562.01,84,13.45,15.60,53.05,47736.84,615.06,244007764
244008329,1828,10172,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,244008329
244008400,1839,5161,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,244008400
244009635,1850,3150,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,244009635
244010650,2545,2455,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,244010650
244012083,1158,10842,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,244012083
244012709,1966,9034,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,244012709
244012920,3187,1813,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,244012920
244013454,1722,22278,24000.00,449.61,84,13.45,15.60,42.44,38189.64,492.05,244013454
244013950,1022,28978,30000.00,562.01,84,13.45,15.60,53.05,47736.84,615.06,244013950
244014752,1915,5085,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,244014752
244015023,1824,12176,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,244015023
244015465,4803,35197,40000.00,749.34,84,13.45,15.60,70.73,63648.56,820.07,244015465
244015678,1122,15878,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,244015678
244015902,1194,6806,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,244015902
244016305,1301,22699,24000.00,449.61,84,13.45,15.60,42.44,38189.64,492.05,244016305
244017387,2841,2159,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,244017387
244017727,1029,11971,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,244017727
244017824,1875,4125,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,244017824
244017980,1824,15176,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,244017980
244018367,1678,4322,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,244018367
244019134,1158,24842,26000.00,487.07,84,13.45,15.60,45.97,41371.48,533.04,244019134
244019444,1202,10798,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,244019444
244020540,1481,21519,23000.00,430.87,84,13.45,15.60,40.67,36597.88,471.54,244020540
