param1,param3,param11,param12,param13,param14,param15,param16,param17,param18,param21,external_id
152138773,1406,3594,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,152138773
152138994,1150,28850,30000.00,562.01,84,13.45,15.60,53.05,47736.84,615.06,152138994
152142380,1364,18636,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,152142380
152146288,1816,6184,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,152146288
152149635,1234,33766,35000.00,655.67,84,13.45,15.60,61.89,55692.28,717.56,152149635
152150048,2101,2899,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,152150048
152150250,1049,5951,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,152150250
152150609,1918,19082,21000.00,393.41,84,13.45,15.60,37.13,33416.04,430.54,152150609
152154531,1216,4784,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,152154531
152160914,1340,10660,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,152160914
152168800,1632,5368,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,152168800
152170723,1453,3547,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,152170723
152180109,1346,5654,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,152180109
152182527,5643,29357,35000.00,655.67,84,13.45,15.60,61.89,55692.28,717.56,152182527
152190457,1971,4029,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,152190457
152196927,1728,16272,18000.00,337.21,84,13.45,15.60,31.83,28642.44,369.04,152196927
152197176,4319,681,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,152197176
152198610,1252,3748,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,152198610
152201068,5426,39574,45000.00,843.01,84,13.45,15.60,79.57,71604.84,922.58,152201068
152201327,1520,11480,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,152201327
152203184,1909,6091,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,152203184
152207279,1006,3994,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,152207279
152209727,2156,2844,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,152209727
152209867,1993,19007,21000.00,393.41,84,13.45,15.60,37.13,33416.04,430.54,152209867
152212078,1675,3325,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,152212078
152212183,1879,3121,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,152212183
152212680,3545,1455,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,152212680
152214763,1096,4904,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,152214763
152214771,2423,2577,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,152214771
152215735,1113,27887,29000.00,543.27,84,13.45,15.60,51.28,46145.08,594.55,152215735
152215905,1363,20637,22000.00,412.14,84,13.45,15.60,38.90,35006.96,451.04,152215905
152218912,1167,11833,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,152218912
152221123,3796,41204,45000.00,843.01,84,13.45,15.60,79.57,71604.84,922.58,152221123
152222294,1013,5987,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,152222294
152223185,1827,8173,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,152223185
152227032,1369,10631,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,152227032
152228497,4225,775,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,152228497
152230750,1372,6628,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,152230750
152236970,1189,26811,28000.00,524.54,84,13.45,15.60,49.51,44554.16,574.05,152236970
152237119,1559,12441,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,152237119
152237615,4131,869,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,152237615
152237798,1721,15279,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,152237798
152239006,1743,5257,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,152239006
152240233,1716,6284,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,152240233
152241531,1719,9281,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,152241531
152244743,1389,17611,19000.00,355.94,84,13.45,15.60,33.60,30233.36,389.54,152244743
152245189,3381,1619,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,152245189
152245421,1482,24518,26000.00,487.07,84,13.45,15.60,45.97,41371.48,533.04,152245421
152245499,1275,3725,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,152245499
152247815,1668,8332,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,152247815
152248412,1394,25606,27000.00,505.81,84,13.45,15.60,47.74,42963.24,553.55,152248412
152249818,1723,6277,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,152249818
152251952,1221,3779,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,152251952
152255141,1699,18301,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,152255141
152257829,1584,8416,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,152257829
152262067,3374,1626,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,152262067
152262733,1400,33600,35000.00,655.67,84,13.45,15.60,61.89,55692.28,717.56,152262733
152264574,1770,5230,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,152264574
152267670,1214,12786,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,152267670
152268138,3050,1950,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,152268138
152274758,1202,17798,19000.00,355.94,84,13.45,15.60,33.60,30233.36,389.54,152274758
152277560,1924,3076,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,152277560
152277846,1517,12483,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,152277846
152280006,3508,1492,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,152280006
152282386,3081,36919,40000.00,749.34,84,13.45,15.60,70.73,63648.56,820.07,152282386
152283218,1103,8897,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,152283218
152283277,1799,15201,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,152283277
152283684,1590,8410,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,152283684
197305520,2826,2174,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,197305520
197306497,1817,14183,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,197306497
197307523,1086,26914,28000.00,524.54,84,13.45,15.60,49.51,44554.16,574.05,197307523
197308180,1486,15514,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,197308180
197308333,3277,41723,45000.00,843.01,84,13.45,15.60,79.57,71604.84,922.58,197308333
197309852,3561,1439,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,197309852
197310141,1890,6110,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,197310141
197310591,1991,21009,23000.00,430.87,84,13.45,15.60,40.67,36597.88,471.54,197310591
197311814,1505,13495,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,197311814
197312373,1257,28743,30000.00,562.01,84,13.45,15.60,53.05,47736.84,615.06,197312373
197312578,1352,14648,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,197312578
197312594,1487,5513,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,197312594
197312799,1426,25574,27000.00,505.81,84,13.45,15.60,47.74,42963.24,553.55,197312799
197313280,1942,18058,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,197313280
197313639,1966,21034,23000.00,430.87,84,13.45,15.60,40.67,36597.88,471.54,197313639
197313744,1865,13135,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,197313744
197313965,1035,19965,21000.00,393.41,84,13.45,15.60,37.13,33416.04,430.54,197313965
197316220,2591,37409,40000.00,749.34,84,13.45,15.60,70.73,63648.56,820.07,197316220
197316263,1070,27930,29000.00,543.27,84,13.45,15.60,51.28,46145.08,594.55,197316263
197317065,3362,1638,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,197317065
197317200,1535,3465,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,197317200
197317596,3433,1567,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,197317596
197317782,1794,8206,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,197317782
197318274,1036,8964,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,197318274
197318371,1228,8772,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,197318371
197319025,1501,15499,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,197319025
197319262,1578,22422,24000.00,449.61,84,13.45,15.60,42.44,38189.64,492.05,197319262
197320015,1239,18761,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,197320015
197320058,3424,1576,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,197320058
197320201,3582,46418,50000.00,936.67,84,13.45,15.60,88.41,79560.28,1025.08,197320201
197320210,1984,16016,18000.00,337.21,84,13.45,15.60,31.83,28642.44,369.04,197320210
197321950,1367,10633,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,197321950
197323162,3115,1885,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,197323162
197323375,1485,10515,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,197323375
197323561,1971,3029,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,197323561
197324053,1984,7016,9000.00,168.61,84,13.45,15.60,15.92,14321.64,184.53,197324053
197324380,1978,22022,24000.00,449.61,84,13.45,15.60,42.44,38189.64,492.05,197324380
197324894,1653,20347,22000.00,412.14,84,13.45,15.60,38.90,35006.96,451.04,197324894
197325149,1724,15276,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,197325149
197325378,1772,14228,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,197325378
197326439,1193,9807,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,197326439
197326501,1795,23205,25000.00,468.34,84,13.45,15.60,44.21,39780.56,512.55,197326501
197326960,1178,9822,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,197326960
197328180,1620,18380,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,197328180
197329209,1496,19504,21000.00,393.41,84,13.45,15.60,37.13,33416.04,430.54,197329209
197329764,1841,11159,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,197329764
197329780,1704,8296,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,197329780
197331270,1322,6678,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,197331270
197331572,1923,4077,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,197331572
197331980,1482,27518,29000.00,543.27,84,13.45,15.60,51.28,46145.08,594.55,197331980
197332617,1701,5299,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,197332617
197333184,2721,2279,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,197333184
197335047,1299,27701,29000.00,543.27,84,13.45,15.60,51.28,46145.08,594.55,197335047
197335101,1705,26295,28000.00,524.54,84,13.45,15.60,49.51,44554.16,574.05,197335101
197335470,1911,3089,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,197335470
197335659,1787,4213,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,197335659
197336078,1346,3654,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,197336078
197336248,1970,10030,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,197336248
197336582,3530,1470,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,197336582
197336841,1102,23898,25000.00,468.34,84,13.45,15.60,44.21,39780.56,512.55,197336841
197337490,1654,33346,35000.00,655.67,84,13.45,15.60,61.89,55692.28,717.56,197337490
218186363,1233,18767,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,218186363
218186495,1130,24870,26000.00,487.07,84,13.45,15.60,45.97,41371.48,533.04,218186495
218187734,1469,18531,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,218187734
218187785,1966,4034,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,218187785
218188358,2230,2770,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,218188358
218188668,1849,13151,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,218188668
218188897,1951,15049,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,218188897
218188943,1379,21621,23000.00,430.87,84,13.45,15.60,40.67,36597.88,471.54,218188943
218189052,4395,605,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,218189052
218189389,3740,1260,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,218189389
218189427,1965,19035,21000.00,393.41,84,13.45,15.60,37.13,33416.04,430.54,218189427
218189605,1683,24317,26000.00,487.07,84,13.45,15.60,45.97,41371.48,533.04,218189605
218190174,1966,20034,22000.00,412.14,84,13.45,15.60,38.90,35006.96,451.04,218190174
218190590,1343,13657,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,218190590
218190751,3687,1313,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,218190751
218191138,1037,4963,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,218191138
218191901,1056,6944,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,218191901
218193955,2306,2694,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,218193955
218194498,1038,18962,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,218194498
218194749,1236,14764,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,218194749
218194951,1435,7565,9000.00,168.61,84,13.45,15.60,15.92,14321.64,184.53,218194951
218195249,1565,6435,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,218195249
218195303,1804,23196,25000.00,468.34,84,13.45,15.60,44.21,39780.56,512.55,218195303
218195478,1485,11515,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,218195478
218195869,1229,13771,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,218195869
218195923,2000,11000,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,218195923
218196016,2119,2881,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,218196016
218196172,1665,43335,45000.00,843.01,84,13.45,15.60,79.57,71604.84,922.58,218196172
218196385,1307,16693,18000.00,337.21,84,13.45,15.60,31.83,28642.44,369.04,218196385
218197608,2123,2877,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,218197608
218197888,1046,26954,28000.00,524.54,84,13.45,15.60,49.51,44554.16,574.05,218197888
218198957,1154,12846,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,218198957
218199651,1476,6524,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,218199651
218199848,3080,1920,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,218199848
218199970,1304,10696,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,218199970
218200013,1261,9739,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,218200013
218200064,2188,37812,40000.00,749.34,84,13.45,15.60,70.73,63648.56,820.07,218200064
218201036,2302,2698,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,218201036
218201320,4121,40879,45000.00,843.01,84,13.45,15.60,79.57,71604.84,922.58,218201320
218203152,1173,3827,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,218203152
218203675,2739,2261,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,218203675
218205872,1052,5948,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,218205872
218207646,1921,18079,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,218207646
218208111,1138,10862,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,218208111
218208421,3788,1212,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,218208421
218208472,5241,34759,40000.00,749.34,84,13.45,15.60,70.73,63648.56,820.07,218208472
218208855,5866,34134,40000.00,749.34,84,13.45,15.60,70.73,63648.56,820.07,218208855
218209673,1534,4466,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,218209673
218210647,1455,24545,26000.00,487.07,84,13.45,15.60,45.97,41371.48,533.04,218210647
218210701,1966,15034,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,218210701
218211643,1701,3299,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,218211643
218211759,3667,1333,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,218211759
218213816,1379,15621,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,218213816
218214332,1311,18689,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,218214332
218214839,1091,23909,25000.00,468.34,84,13.45,15.60,44.21,39780.56,512.55,218214839
218214871,1274,10726,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,218214871
218214987,1779,16221,18000.00,337.21,84,13.45,15.60,31.83,28642.44,369.04,218214987
218215401,1379,28621,30000.00,562.01,84,13.45,15.60,53.05,47736.84,615.06,218215401
218215428,3818,1182,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,218215428
218216297,1330,10670,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,218216297
218216505,1612,19388,21000.00,393.41,84,13.45,15.60,37.13,33416.04,430.54,218216505
218216521,1226,14774,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,218216521
218216769,1646,11354,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,218216769
218217838,1226,4774,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,218217838
218218141,5747,29253,35000.00,655.67,84,13.45,15.60,61.89,55692.28,717.56,218218141
218218214,1105,5895,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,218218214
218219121,1246,11754,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,218219121
218219709,1925,18075,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,218219709
218220138,1228,22772,24000.00,449.61,84,13.45,15.60,42.44,38189.64,492.05,218220138
218220510,1352,14648,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,218220510
218220669,1873,28127,30000.00,562.01,84,13.45,15.60,53.05,47736.84,615.06,218220669
218222467,3604,1396,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,218222467
218222670,1519,7481,9000.00,168.61,84,13.45,15.60,15.92,14321.64,184.53,218222670
218222696,1725,18275,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,218222696
218222882,1045,11955,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,218222882
218224354,5568,44432,50000.00,936.67,84,13.45,15.60,88.41,79560.28,1025.08,218224354
218224907,3737,1263,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,218224907
218225253,2588,2412,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,218225253
218226101,1436,14564,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,218226101
218226128,1417,18583,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,218226128
218226764,4812,30188,35000.00,655.67,84,13.45,15.60,61.89,55692.28,717.56,218226764
218227175,1434,14566,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,218227175
218227183,4482,518,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,218227183
218227485,1275,26725,28000.00,524.54,84,13.45,15.60,49.51,44554.16,574.05,218227485
218227981,1647,7353,9000.00,168.61,84,13.45,15.60,15.92,14321.64,184.53,218227981
218228198,1550,3450,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,218228198
218228520,1814,43186,45000.00,843.01,84,13.45,15.60,79.57,71604.84,922.58,218228520
218229828,1927,21073,23000.00,430.87,84,13.45,15.60,40.67,36597.88,471.54,218229828
218230680,4313,30687,35000.00,655.67,84,13.45,15.60,61.89,55692.28,717.56,218230680
218231687,1860,7140,9000.00,168.61,84,13.45,15.60,15.92,14321.64,184.53,218231687
218233639,1893,17107,19000.00,355.94,84,13.45,15.60,33.60,30233.36,389.54,218233639
218234147,1961,23039,25000.00,468.34,84,13.45,15.60,44.21,39780.56,512.55,218234147
218234252,2268,2732,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,218234252
218234279,1566,7434,9000.00,168.61,84,13.45,15.60,15.92,14321.64,184.53,218234279
218235003,1855,16145,18000.00,337.21,84,13.45,15.60,31.83,28642.44,369.04,218235003
218235275,1617,9383,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,218235275
218235739,1830,21170,23000.00,430.87,84,13.45,15.60,40.67,36597.88,471.54,218235739
218235798,1594,10406,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,218235798
218236263,1947,3053,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,218236263
101001363,1999,6001,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,101001363
101003480,1073,9927,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,101003480
101005857,1101,4899,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,101005857
101010230,1720,4280,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,101010230
101010273,1667,6333,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,101010273
101010958,1337,13663,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,101010958
101014228,1071,6929,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,101014228
101017294,1341,11659,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,101017294
101020139,1373,3627,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,101020139
101020384,1790,13210,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,101020384
101021054,4452,548,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,101021054
101021461,1273,6727,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,101021461
101021534,1425,21575,23000.00,430.87,84,13.45,15.60,40.67,36597.88,471.54,101021534
101024398,1713,4287,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,101024398
101026250,5434,29566,35000.00,655.67,84,13.45,15.60,61.89,55692.28,717.56,101026250
101026544,1605,15395,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,101026544
101033150,3260,1740,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,101033150
101034245,2579,2421,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,101034245
101038151,1408,10592,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,101038151
101040105,1307,4693,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,101040105
101041268,1205,10795,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,101041268
101041608,1289,23711,25000.00,468.34,84,13.45,15.60,44.21,39780.56,512.55,101041608
101041977,1470,17530,19000.00,355.94,84,13.45,15.60,33.60,30233.36,389.54,101041977
101048769,1370,12630,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,101048769
101049390,2304,2696,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,101049390
101050046,1327,4673,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,101050046
101052634,5404,44596,50000.00,936.67,84,13.45,15.60,88.41,79560.28,1025.08,101052634
101056052,1712,22288,24000.00,449.61,84,13.45,15.60,42.44,38189.64,492.05,101056052
101057822,2865,2135,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,101057822
101060602,1591,23409,25000.00,468.34,84,13.45,15.60,44.21,39780.56,512.55,101060602
101060904,2652,2348,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,101060904
101063717,1598,13402,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,101063717
101066856,1812,4188,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,101066856
101068000,1737,5263,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,101068000
101070730,2719,47281,50000.00,936.67,84,13.45,15.60,88.41,79560.28,1025.08,101070730
101073739,1614,8386,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,101073739
101074751,1978,6022,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,101074751
101074786,3334,1666,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,101074786
101075774,1316,13684,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,101075774
101076592,2920,37080,40000.00,749.34,84,13.45,15.60,70.73,63648.56,820.07,101076592
101083688,1789,12211,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,101083688
101084277,1484,4516,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,101084277
101085117,1350,7650,9000.00,168.61,84,13.45,15.60,15.92,14321.64,184.53,101085117
101086962,1866,24134,26000.00,487.07,84,13.45,15.60,45.97,41371.48,533.04,101086962
101087705,1741,4259,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,101087705
101088965,2504,2496,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,101088965
101090447,1269,9731,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,101090447
101092288,1019,3981,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,101092288
101093462,1272,8728,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,101093462
101095279,1397,14603,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,101095279
101098979,2868,2132,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,101098979
101108427,1105,4895,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,101108427
101109423,1770,12230,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,101109423
101114222,1947,4053,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,101114222
101114346,3767,1233,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,101114346
101120206,1296,7704,9000.00,168.61,84,13.45,15.60,15.92,14321.64,184.53,101120206
101120850,1150,28850,30000.00,562.01,84,13.45,15.60,53.05,47736.84,615.06,101120850
101123787,2505,37495,40000.00,749.34,84,13.45,15.60,70.73,63648.56,820.07,101123787
101124619,1951,14049,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,101124619
101126018,1617,14383,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,101126018
101126220,1062,9938,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,101126220
101131100,1637,7363,9000.00,168.61,84,13.45,15.60,15.92,14321.64,184.53,101131100
101138300,1812,13188,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,101138300
101138385,1881,3119,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,101138385
101140029,4166,834,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,101140029
101141823,3664,1336,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,101141823
101145268,2907,2093,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,101145268
101152299,3897,1103,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,101152299
101155166,1529,3471,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,101155166
101165820,1242,20758,22000.00,412.14,84,13.45,15.60,38.90,35006.96,451.04,101165820
101168047,1398,3602,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,101168047
101168330,5250,34750,40000.00,749.34,84,13.45,15.60,70.73,63648.56,820.07,101168330
101169698,1282,5718,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,101169698
101169817,1600,6400,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,101169817
101175400,1306,3694,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,101175400
