IdCampanha,iTipoCampanha,Envios,DataInicio
3993,iXS_PCD_NPA_CPay,11997,20251112
3994,iXS_RUC_NPA_CPay,1839,20251112
3995,iXS_RUC_NPA_3T,451,20251112
3997,iXS_RUC_2T,171,20251112
3999,iXS_PCDPM_2T,4955,20251113
4000,iXS_Terminados_NPA_1T,90267,20251117
4001,iXS_Terminados_NPA_2T,17971,20251117
4004,iXS_PMS,5977,20251118
4005,iXS_PMS,3487,20251118
4006,iXS_PCDPMHabit,7477,20251118
4007,iXS_PCD_Auto,583,20251118
4008,iXS_PCDPM_1T,4950,20251118
4009,iXS_PMS,1084,20251118
4010,iXS_PMS,412,20251118
4011,iXS_PCDPM_Parcerias,8915,20251119
4012,iXS_PCD_Inativos_1T,7908,20251119
4013,iXS_RUC_PlafondMinimo,3456,20251120
4016,iXS_PCD_NPA_1T,15419,20251204
4017,iXS_PCD_NPA_2T,1581,20251204
4018,iXS_RUC_NPA_1T,5883,20251204
4019,iXS_RUC_NPA_2T,1117,20251204
4020,iXS_RUC_NPA_3T,451,20251204
4032,iXS_PCDPMTOP,11999,20251209
4033,iXS_PCDPM_2T,7496,20251209
4034,iXS_Terminados_NPA_1T,98578,20251209
4035,iXS_Terminados_NPA_2T,18654,20251209
4036,iXS_PMS,2984,20251209
4037,iXS_PMS,496,20251209
4038,iXS_PMS,381,20251209
4039,iXS_PMS,226,20251209
4045,iXS_PCD_NPA_CPay,6500,20251210
4046,iXS_RUC_NPA_CPay,6791,20251210
4051,iXS_CCR_SMSA,1610,20251210
4052,iXS_CCR_SMSB,4000,20251210
4053,iXS_CCR_SMSC,974,20251210
4054,iXS_CCR_SMSD,64,20251210
4057,iXS_RUC_1T,9000,20251210
4058,iXS_RUC_2T,6200,20251210
4059,iXS_PCDPM_1T,3687,20251215
4060,iXS_PCD_Inativos_1T,8000,20251215
4061,iXS_PCD_Auto,1557,20251215
4062,iXS_RUC_PlafondMinimo,2512,20251215
4063,iXS_PCDPMHabit,3500,20251215
4064,iXS_PCDPM_Parcerias,5000,20251215
4076,iXS_PCD_NPA_1T,16420,20260108
4077,iXS_PCD_NPA_2T,1580,20260108
4078,iXS_RUC_NPA_1T,6383,20260108
4079,iXS_RUC_NPA_2T,1117,20260108
4080,iXS_PCDPMTOP,11998,20260112
4081,iXS_PCDPM_1T,12139,20260112
4082,iXS_RUC_1T,8946,20260113
4093,iXS_CCR_SMSA,993,20260114
4094,iXS_CCR_SMSB,4000,20260114
4095,iXS_CCR_SMSC,3500,20260114
4096,iXS_CCR_SMSD,2000,20260114
4097,iXS_PMS,2966,20260114
4098,iXS_PMS,500,20260114
4099,iXS_PMS,719,20260114
4100,iXS_PMS,279,20260114
4101,iXS_PCDPM_2T,3499,20260114
4102,iXS_RUC_2T,2092,20260115
4103,iXS_PCD_NPA_CPay,6500,20260115
4104,iXS_RUC_NPA_CPay,5453,20260115
4105,iXS_Terminados_NPA_1T,90443,20260119
4106,iXS_Terminados_NPA_2T,17734,20260119
4111,iXS_PCDPM_1T,2194,20260119
4115,iXS_PCDPM_Parcerias,4999,20260120
4116,iXS_PCD_Inativos_1T,6499,20260120
4117,iXS_PCD_Auto,1974,20260121
4118,iXS_PCDPMHabit,3500,20260122
4119,iXS_RUC_PlafondMinimo,3149,20260122
4120,iXS_RUC_NPA_3T,677,20260122
4132,iXS_PCD_NPA_1T,12613,20260203
4133,iXS_PCD_NPA_2T,5387,20260203
4134,iXS_RUC_NPA_1T,5570,20260203
4135,iXS_RUC_NPA_2T,1930,20260203
4137,iXS_RUC_1T,6000,20260204
4139,iXS_PCDPMTOP,12000,20260205
4140,iXS_PCDPM_2T,5500,20260205
4141,iXS_PMS,2482,20260205
4142,iXS_PMS,150,20260205
4143,iXS_PMS,389,20260205
4144,iXS_PMS,168,20260205
4145,iXS_CCR_SMSA,1236,20260205
4146,iXS_CCR_SMSB,4000,20260205
4147,iXS_CCR_SMSC,4408,20260205
4148,iXS_CCR_SMSD,1523,20260205
4149,iXS_Terminados_NPA_1T,96654,20260209
4150,iXS_Terminados_NPA_2T,15879,20260209
4151,iXS_Terminados_Captacao_1T,48741,20260209
4152,iXS_Terminados_Captacao_2T,10222,20260209
4153,iXS_Terminados_PA_1T,2500,20260209
4161,iXS_PCDPM_1T,4053,20260210
4162,iXS_RUC_2T,4400,20260210
4163,iXS_PCD_NPA_CPay,6500,20260210
4164,iXS_RUC_NPA_CPay,7150,20260210
4167,iXS_PCD_Inativos_1T,7200,20260218
4168,iXS_PCDPMHabit,2000,20260218
4169,iXS_PCD_Auto,1530,20260219
4170,iXS_RUC_PlafondMinimo,3149,20260219
4171,iXS_PCDPM_Parcerias,5000,20260219
4172,iXS_RUC_NPA_3T,470,20260219
